src;dst;capacity_mbps;delay_ms;r_link
128;195;158;8;0.9699
128;199;280;14;0.9728
128;201;812;12;0.9562
128;203;953;9;0.973
128;208;565;9;0.9813
128;212;385;6;0.9795
128;213;761;8;0.9678
128;215;563;7;0.9762
128;216;323;4;0.957
128;219;543;11;0.9914
128;221;345;15;0.9503
128;222;650;5;0.9914
128;224;901;11;0.9606
128;225;500;5;0.9922
128;227;327;13;0.9693
128;231;895;15;0.959
128;233;892;9;0.9954
128;234;212;8;0.989
128;235;964;15;0.9539
128;236;158;5;0.9626
128;237;683;3;0.98
128;238;394;5;0.9832
128;240;704;11;0.9664
128;242;249;13;0.977
128;245;287;8;0.9691
128;246;633;11;0.9738
129;131;100;14;0.9876
129;133;1000;12;0.9713
129;136;909;14;0.969
129;137;987;10;0.985
129;139;586;15;0.9641
129;141;571;6;0.9543
129;144;485;9;0.9688
129;145;814;10;0.9743
129;146;751;7;0.9988
129;147;557;14;0.9654
129;148;127;8;0.9511
129;150;473;11;0.9833
129;153;953;9;0.9899
129;159;974;11;0.9779
129;164;337;4;0.9699
129;167;618;6;0.9557
129;171;983;14;0.9555
129;172;206;11;0.9985
129;175;628;7;0.9986
129;176;436;13;0.9884
129;178;634;10;0.9642
129;179;350;4;0.962
129;180;335;5;0.9834
129;181;264;4;0.9931
129;186;726;13;0.9687
129;188;805;7;0.9749
129;190;155;3;0.9914
129;191;366;11;0.9758
129;192;736;15;0.9811
129;194;145;14;0.9609
129;196;798;14;0.9697
129;199;887;8;0.9706
129;203;246;7;0.9772
129;204;168;6;0.9572
129;205;830;3;0.9958
129;206;155;15;0.9962
129;211;532;15;0.9601
129;214;577;9;0.9956
129;219;714;15;0.9735
129;221;464;6;0.9655
129;222;256;14;0.996
129;226;147;10;0.9894
129;228;376;12;0.9835
129;231;934;3;0.9961
129;232;939;13;0.9664
129;234;474;12;0.9714
129;235;105;14;0.9938
129;236;884;14;0.9987
129;239;725;6;0.9564
129;241;633;15;0.972
130;131;182;8;0.9644
130;133;884;13;0.9651
130;138;369;4;0.9759
130;140;363;4;0.9844
130;142;882;5;0.955
130;144;992;8;0.9737
130;145;469;3;0.9769
130;146;137;7;0.9731
130;148;415;14;0.9904
130;150;363;12;0.9638
130;151;477;15;0.972
130;153;938;7;0.9656
130;154;610;4;0.9573
130;156;489;7;0.9739
130;158;809;15;0.9974
130;161;521;4;0.9694
130;162;371;12;0.9805
130;166;814;12;0.9923
130;169;621;12;0.9609
130;170;923;9;0.9976
130;173;919;3;0.9888
130;176;846;9;0.999
130;178;281;11;0.9824
130;181;956;8;0.9934
130;182;243;10;0.9674
130;184;405;9;0.9956
130;185;997;11;0.9899
130;186;521;6;0.9582
130;187;896;13;0.9973
130;188;954;6;0.9963
130;190;199;7;0.9864
130;191;379;4;0.9632
130;193;590;12;0.9697
130;200;947;8;0.957
130;201;758;7;0.9504
130;204;131;15;0.9698
130;205;540;4;0.972
130;207;573;10;0.9984
130;209;473;9;0.9501
130;211;805;9;0.9766
130;212;355;7;0.9779
130;215;564;6;0.9934
130;217;937;14;0.9959
130;219;552;5;0.9543
130;220;463;12;0.9931
130;221;667;6;0.9968
130;228;538;3;0.9807
130;229;826;12;0.9562
130;231;576;7;0.959
130;232;210;4;0.9885
130;233;299;6;0.9931
130;236;558;3;0.9513
130;237;454;15;0.9858
130;239;579;13;0.9987
130;241;941;8;0.9523
130;243;212;8;0.9703
130;245;145;12;0.9892
130;247;784;6;0.9983
130;248;161;14;0.9823
131;133;634;10;0.99
131;134;934;12;0.9533
131;135;731;14;0.9589
131;138;354;15;0.9519
131;143;140;13;0.9654
131;147;208;4;0.9944
131;153;297;12;0.9752
131;154;451;12;0.9734
131;158;904;14;0.9848
131;159;530;5;0.9893
131;162;811;5;0.9575
131;164;991;10;0.9847
131;165;686;4;0.9975
131;167;518;11;0.9562
131;168;189;11;0.9912
131;174;697;13;0.9662
131;176;864;12;0.9596
131;177;925;13;0.9542
131;178;875;7;0.9873
131;179;670;10;0.978
131;184;223;5;0.9713
131;186;870;8;0.9586
131;188;980;9;0.981
131;189;262;7;0.9729
131;191;860;7;0.9582
131;194;704;14;0.9725
131;196;884;13;0.9847
131;199;859;10;0.994
131;202;963;3;0.97
131;207;737;4;0.9761
131;208;952;13;0.9752
131;209;585;10;0.9512
131;212;243;5;0.9822
131;213;651;13;0.9635
131;215;713;14;0.9916
131;217;289;9;0.9726
131;219;877;11;0.9878
131;221;184;13;0.9809
131;222;194;10;0.9697
131;223;407;7;0.9732
131;226;271;7;0.9737
131;227;881;3;0.9802
131;228;421;15;0.9847
131;231;102;7;0.9906
131;233;171;3;0.9557
131;237;755;5;0.9614
131;238;579;11;0.9523
131;239;555;9;0.9975
131;240;284;12;0.9592
131;241;142;9;0.9929
131;243;677;5;0.9774
131;245;932;15;0.9668
131;247;473;6;0.965
132;135;267;6;0.9875
132;136;605;8;0.9739
132;137;967;11;0.9882
132;141;492;3;0.9974
132;142;641;10;0.9952
132;144;791;3;0.9866
132;147;601;15;0.9855
132;151;882;5;0.9526
132;152;778;8;0.9602
132;154;967;12;0.9944
132;157;127;4;0.9791
132;158;205;7;0.9662
132;159;803;6;0.9529
132;161;877;4;0.9809
132;162;888;5;0.9953
132;163;815;10;0.957
132;165;129;9;0.9861
132;166;437;8;0.9801
132;167;421;7;0.9755
132;168;950;15;0.9845
132;169;741;8;0.9544
132;170;258;7;0.9713
132;171;497;9;0.9512
132;174;903;10;0.977
132;175;529;6;0.9963
132;176;671;15;0.9972
132;178;538;14;0.9728
132;185;669;6;0.985
132;187;294;3;0.9696
132;190;284;15;0.9897
132;193;951;10;0.9955
132;194;447;9;0.997
132;195;822;6;0.958
132;198;668;6;0.9815
132;201;693;15;0.9945
132;202;724;11;0.9812
132;203;355;13;0.9825
132;204;928;10;0.9607
132;211;368;9;0.9511
132;212;746;10;0.9728
132;217;125;10;0.9597
132;218;600;7;0.9824
132;221;627;9;0.9769
132;222;482;8;0.954
132;227;904;15;0.9755
132;228;362;3;0.9514
132;229;684;3;0.9711
132;231;885;11;0.9636
132;232;378;8;0.9522
132;233;493;8;0.9503
132;238;607;5;0.9531
132;241;856;10;0.9948
132;245;545;9;0.9876
132;249;851;13;0.989
133;138;175;5;0.9778
133;139;470;6;0.9799
133;140;439;8;0.9836
133;141;259;14;0.9612
133;142;758;13;0.9569
133;146;458;3;0.982
133;148;299;13;0.9505
133;149;422;4;0.9864
133;153;548;4;0.9924
133;154;784;3;0.9594
133;155;825;12;0.9558
133;156;962;15;0.9671
133;157;221;9;0.9541
133;158;704;13;0.9532
133;160;567;5;0.9803
133;161;759;15;0.9733
133;162;638;3;0.986
133;164;969;4;0.9724
133;168;481;3;0.9741
133;170;122;3;0.9953
133;171;844;5;0.9891
133;172;545;11;0.9735
133;176;717;15;0.998
133;178;726;5;0.9951
133;179;757;5;0.9884
133;180;789;11;0.9838
133;181;260;10;0.9534
133;187;974;9;0.987
133;190;564;13;0.9865
133;191;523;4;0.9958
133;197;263;11;0.9717
133;201;1000;11;0.9947
133;206;918;7;0.9567
133;209;649;11;0.9948
133;210;162;12;0.9857
133;211;521;5;0.9521
133;212;314;3;0.9874
133;214;411;9;0.9921
133;218;897;12;0.9805
133;220;433;3;0.9709
133;221;721;8;0.9907
133;224;824;5;0.9574
133;230;486;15;0.9643
133;232;642;3;0.9893
133;240;515;13;0.9725
133;243;850;9;0.956
133;244;465;14;0.9979
133;246;384;15;0.9509
133;247;719;3;0.9769
133;248;768;7;0.9765
134;137;247;5;0.9644
134;141;129;9;0.9548
134;151;579;8;0.9534
134;153;812;3;0.9679
134;154;909;3;0.9707
134;157;270;4;0.9596
134;158;969;4;0.9847
134;162;318;3;0.9936
134;165;408;15;0.9959
134;168;145;12;0.9816
134;170;857;7;0.9828
134;175;744;12;0.9588
134;179;251;12;0.9972
134;180;736;7;0.9564
134;185;567;13;0.9635
134;187;424;7;0.989
134;188;865;6;0.9901
134;192;701;13;0.9986
134;194;323;13;0.9695
134;197;624;10;0.9961
134;198;700;14;0.9578
134;200;634;14;0.9987
134;202;638;13;0.9919
134;204;656;13;0.9915
134;205;510;7;0.9613
134;206;408;6;0.9872
134;208;295;3;0.9767
134;209;269;7;0.971
134;213;824;4;0.9519
134;217;856;15;0.9817
134;219;540;12;0.9756
134;222;158;15;0.9547
134;226;973;6;0.9787
134;228;627;5;0.9932
134;231;956;12;0.9926
134;233;297;7;0.9924
134;237;458;11;0.9986
134;240;767;6;0.9645
134;246;137;6;0.9805
134;248;427;3;0.9529
135;136;508;14;0.9537
135;137;828;6;0.9639
135;141;222;5;0.9726
135;142;614;13;0.9569
135;143;117;8;0.9818
135;146;715;10;0.9923
135;149;830;14;0.9627
135;151;392;3;0.9751
135;153;636;15;0.9517
135;156;628;15;0.9799
135;162;396;12;0.9696
135;170;348;6;0.989
135;175;925;15;0.9888
135;176;633;5;0.953
135;182;456;10;0.9627
135;184;320;4;0.9754
135;185;772;14;0.9956
135;186;477;5;0.9859
135;188;296;4;0.9872
135;193;130;8;0.9575
135;197;829;11;0.9733
135;201;758;8;0.9833
135;202;141;4;0.9897
135;203;519;8;0.9579
135;205;489;14;0.9611
135;208;524;15;0.9936
135;209;820;11;0.9522
135;210;121;4;0.9725
135;213;851;15;0.9649
135;216;938;15;0.9529
135;217;810;13;0.9687
135;220;401;5;0.983
135;223;675;8;0.98
135;225;753;5;0.9655
135;231;539;4;0.9861
135;234;148;4;0.9831
135;236;525;8;0.9785
135;241;697;4;0.9979
135;243;849;10;0.9555
136;137;640;4;0.9626
136;138;751;14;0.9921
136;141;120;13;0.9587
136;142;862;3;0.9916
136;143;389;9;0.9815
136;145;575;15;0.9531
136;148;694;3;0.9752
136;150;778;14;0.9822
136;151;235;5;0.9557
136;152;346;3;0.9778
136;156;792;3;0.9981
136;157;903;5;0.9939
136;158;839;11;0.9712
136;159;776;13;0.9803
136;160;796;12;0.9836
136;162;900;12;0.9871
136;163;554;3;0.9694
136;166;101;5;0.9736
136;171;482;6;0.9839
136;172;414;7;0.9662
136;174;938;14;0.9634
136;175;613;10;0.9804
136;177;883;6;0.9851
136;179;439;5;0.9927
136;180;219;4;0.9822
136;184;266;15;0.9793
136;185;815;3;0.9666
136;186;116;11;0.9661
136;187;617;15;0.968
136;190;487;12;0.9758
136;192;557;7;0.9678
136;193;469;13;0.9649
136;197;460;10;0.985
136;198;260;14;0.9759
136;200;871;14;0.9609
136;202;370;10;0.955
136;203;503;5;0.9666
136;204;722;6;0.9611
136;205;791;4;0.9508
136;206;978;15;0.9765
136;209;491;6;0.9801
136;221;715;5;0.9845
136;226;592;12;0.9511
136;227;610;7;0.9687
136;228;219;3;0.9579
136;231;542;8;0.977
136;235;515;7;0.9695
136;238;643;8;0.9576
136;239;949;4;0.9932
136;247;693;10;0.98
137;140;130;12;0.952
137;141;472;12;0.9614
137;149;568;5;0.9645
137;153;385;9;0.9791
137;155;900;13;0.9861
137;161;958;6;0.9957
137;163;217;7;0.9917
137;165;837;9;0.9917
137;167;550;9;0.9585
137;170;447;12;0.9733
137;171;435;10;0.9651
137;173;842;6;0.973
137;176;205;10;0.9628
137;177;939;4;0.9961
137;178;619;6;0.9714
137;184;740;7;0.9843
137;187;160;10;0.9712
137;194;697;12;0.9856
137;195;217;13;0.9786
137;196;431;9;0.9988
137;199;250;13;0.9823
137;200;329;4;0.9722
137;202;332;3;0.9986
137;205;415;8;0.9983
137;206;240;8;0.9946
137;208;865;4;0.9509
137;209;241;6;0.9809
137;210;406;7;0.9925
137;211;636;9;0.9956
137;218;208;7;0.9502
137;219;327;12;0.9977
137;225;363;14;0.9921
137;231;149;13;0.9777
137;232;198;7;0.9848
137;233;677;5;0.9817
137;234;897;14;0.978
137;235;362;7;0.9913
137;237;357;14;0.9585
137;238;313;8;0.9606
137;243;887;8;0.9786
137;246;633;10;0.9722
137;247;805;15;0.9597
138;139;838;9;0.9629
138;145;810;13;0.9868
138;146;284;15;0.9517
138;147;918;13;0.9688
138;148;915;11;0.9753
138;151;394;6;0.9781
138;152;686;8;0.9696
138;153;258;11;0.9712
138;155;854;14;0.9622
138;160;555;8;0.9636
138;163;505;8;0.9752
138;164;125;12;0.9787
138;171;337;13;0.9671
138;172;281;15;0.9738
138;174;940;7;0.9568
138;175;303;3;0.9509
138;180;205;7;0.9544
138;183;102;15;0.9786
138;184;863;15;0.9617
138;190;830;8;0.9951
138;193;826;7;0.9762
138;194;486;5;0.9792
138;195;270;13;0.9632
138;196;402;9;0.9976
138;197;167;12;0.9649
138;199;217;5;0.9969
138;204;439;14;0.9906
138;206;364;15;0.9734
138;208;908;8;0.9861
138;209;310;4;0.9768
138;212;115;6;0.9635
138;214;574;12;0.9706
138;217;739;9;0.9816
138;218;129;11;0.997
138;220;156;15;0.9835
138;221;869;5;0.9915
138;222;280;11;0.9982
138;224;176;3;0.9781
138;226;725;13;0.9664
138;230;981;10;0.9565
138;234;704;15;0.9551
138;235;154;13;0.9792
138;237;635;11;0.9851
138;238;178;4;0.9849
138;239;990;8;0.9637
138;240;732;13;0.9706
138;245;580;6;0.9797
138;249;696;12;0.9791
139;145;476;8;0.9825
139;147;287;5;0.9954
139;148;505;12;0.9984
139;151;590;13;0.988
139;156;642;10;0.9712
139;158;768;5;0.9962
139;165;730;9;0.9802
139;166;985;6;0.9898
139;173;138;10;0.9774
139;177;838;7;0.9608
139;182;533;6;0.9734
139;185;868;14;0.9592
139;188;999;3;0.9949
139;191;269;3;0.9851
139;192;342;5;0.9659
139;193;345;4;0.978
139;197;458;6;0.9532
139;199;312;3;0.9943
139;203;530;9;0.9665
139;204;555;13;0.9726
139;209;873;12;0.9798
139;215;933;9;0.9903
139;216;121;11;0.9543
139;217;230;7;0.9549
139;220;375;4;0.954
139;221;448;14;0.9863
139;222;657;9;0.9665
139;224;535;11;0.9892
139;226;412;3;0.9964
139;229;817;3;0.9569
139;230;692;9;0.9605
139;231;390;10;0.9597
139;232;782;5;0.9941
139;233;732;14;0.9674
139;234;973;9;0.9916
139;236;970;10;0.965
139;237;213;9;0.9775
139;240;559;5;0.9981
139;244;176;13;0.9882
139;245;708;15;0.9577
139;246;709;10;0.9633
140;142;228;10;0.9848
140;145;830;4;0.9647
140;146;926;4;0.9796
140;149;917;11;0.9836
140;151;268;7;0.9871
140;152;458;14;0.9736
140;153;671;13;0.9654
140;154;703;8;0.9978
140;157;755;13;0.9519
140;159;163;8;0.9709
140;163;341;9;0.9942
140;164;906;7;0.9814
140;165;962;8;0.9979
140;167;275;4;0.994
140;170;836;10;0.9903
140;172;610;9;0.9794
140;175;307;4;0.9834
140;176;740;11;0.9776
140;179;937;8;0.9516
140;183;397;13;0.9923
140;186;257;5;0.9745
140;189;315;4;0.9941
140;190;959;13;0.9725
140;193;960;12;0.9524
140;199;365;10;0.985
140;200;255;13;0.995
140;201;344;12;0.9892
140;202;770;3;0.9567
140;205;591;7;0.9845
140;207;999;5;0.9528
140;209;636;9;0.9553
140;216;120;15;0.997
140;217;302;5;0.98
140;218;701;12;0.9704
140;220;475;8;0.9764
140;221;378;3;0.9516
140;222;817;8;0.9669
140;224;973;10;0.9642
140;225;333;3;0.9985
140;226;539;15;0.9522
140;228;804;8;0.9968
140;231;855;9;0.9558
140;232;425;10;0.9653
140;233;609;5;0.9603
140;234;943;10;0.9942
140;235;927;14;0.9815
140;237;147;15;0.9975
140;244;680;11;0.9697
140;246;446;6;0.956
141;143;904;5;0.9731
141;145;450;4;0.963
141;148;128;3;0.9851
141;150;582;10;0.9863
141;154;202;8;0.9985
141;155;241;10;0.9851
141;156;469;7;0.9502
141;157;841;11;0.9583
141;160;850;9;0.9987
141;162;327;14;0.9719
141;164;539;8;0.9878
141;167;219;14;0.9827
141;168;786;15;0.9936
141;173;978;11;0.9596
141;175;778;5;0.9562
141;178;759;3;0.996
141;181;850;13;0.9843
141;182;873;3;0.9836
141;184;822;9;0.9554
141;186;202;5;0.9694
141;190;745;11;0.9548
141;191;977;7;0.9509
141;198;582;4;0.9945
141;200;189;3;0.9896
141;210;965;12;0.9759
141;211;132;10;0.9753
141;215;767;9;0.9796
141;216;225;12;0.9618
141;218;142;5;0.951
141;222;637;5;0.9746
141;223;439;8;0.9794
141;224;277;13;0.9578
141;225;400;6;0.9833
141;227;459;15;0.9822
141;233;439;3;0.9588
141;236;625;15;0.9502
141;237;325;14;0.9892
141;238;743;9;0.9953
141;239;540;7;0.9822
141;242;208;14;0.9518
141;244;654;14;0.9675
141;245;165;5;0.9558
142;144;643;11;0.9785
142;146;465;6;0.9892
142;151;947;5;0.9972
142;152;471;14;0.9898
142;154;151;15;0.976
142;155;777;5;0.9906
142;156;193;4;0.9557
142;158;100;3;0.9678
142;160;245;8;0.9509
142;166;117;12;0.982
142;171;899;12;0.9918
142;172;275;12;0.9716
142;175;264;14;0.9728
142;178;718;11;0.96
142;179;912;9;0.9738
142;180;257;13;0.9853
142;182;144;14;0.9621
142;183;962;15;0.9798
142;192;819;11;0.969
142;193;957;13;0.958
142;194;739;10;0.9878
142;205;687;14;0.9878
142;208;441;9;0.9595
142;212;690;3;0.9579
142;219;218;4;0.9841
142;220;660;13;0.9729
142;223;843;15;0.9955
142;227;726;15;0.9704
142;234;788;13;0.9799
142;236;311;11;0.9832
142;238;356;9;0.9524
142;243;448;15;0.9879
142;248;581;10;0.9916
142;249;879;14;0.9958
143;144;764;12;0.9565
143;145;869;4;0.9724
143;148;171;5;0.9721
143;150;965;6;0.9709
143;157;490;12;0.9526
143;158;722;5;0.9598
143;161;782;9;0.977
143;162;622;12;0.9972
143;163;981;3;0.9834
143;165;233;5;0.9912
143;166;833;6;0.9635
143;167;564;13;0.9728
143;168;653;11;0.9557
143;170;191;10;0.9877
143;171;594;8;0.9693
143;173;995;8;0.9754
143;180;710;7;0.9753
143;182;886;11;0.9526
143;185;311;12;0.9821
143;189;640;7;0.9717
143;190;992;11;0.9866
143;192;749;11;0.9741
143;195;891;7;0.97
143;196;592;3;0.9784
143;198;985;4;0.96
143;199;356;5;0.9822
143;207;310;4;0.9738
143;210;822;8;0.9817
143;212;765;14;0.9703
143;214;129;7;0.9628
143;216;479;12;0.9851
143;217;183;6;0.9926
143;218;752;8;0.9767
143;220;588;11;0.9551
143;223;241;6;0.9665
143;224;193;9;0.9601
143;225;763;8;0.9598
143;226;527;3;0.9849
143;229;529;14;0.9987
143;231;869;3;0.9936
143;232;654;9;0.9548
143;236;360;6;0.9553
143;238;609;7;0.974
143;239;709;11;0.9946
143;242;632;5;0.951
143;243;921;14;0.9662
143;244;689;4;0.9587
143;247;125;7;0.9859
144;146;694;9;0.9709
144;151;725;7;0.9981
144;152;583;12;0.9688
144;153;874;3;0.9915
144;155;484;14;0.9856
144;156;114;6;0.9948
144;157;231;12;0.9742
144;158;982;6;0.9561
144;167;178;12;0.9824
144;168;506;12;0.9898
144;169;250;9;0.9941
144;172;644;11;0.9682
144;174;535;15;0.9601
144;178;356;13;0.9627
144;183;678;13;0.9695
144;184;713;8;0.9819
144;199;814;7;0.9834
144;200;785;14;0.9607
144;201;868;6;0.9646
144;202;846;4;0.9669
144;204;524;9;0.9684
144;207;610;10;0.9614
144;208;761;12;0.9564
144;214;511;6;0.9792
144;218;870;5;0.9699
144;221;138;13;0.9742
144;222;455;13;0.9693
144;225;804;4;0.9616
144;228;384;5;0.9673
144;229;271;6;0.9603
144;230;838;11;0.9712
144;233;859;8;0.9944
144;242;305;5;0.9902
144;243;445;12;0.9563
144;246;478;6;0.9957
144;247;167;6;0.9566
145;148;452;13;0.9649
145;153;708;11;0.9542
145;159;927;9;0.9525
145;165;852;7;0.9712
145;166;232;9;0.9938
145;167;278;8;0.9551
145;172;331;9;0.9825
145;179;991;3;0.9602
145;185;354;9;0.9929
145;190;807;4;0.977
145;191;748;10;0.9768
145;195;370;3;0.9745
145;198;366;10;0.9595
145;199;549;7;0.9964
145;201;862;12;0.9918
145;205;135;12;0.9828
145;206;584;12;0.9603
145;214;174;14;0.9936
145;218;815;15;0.9686
145;223;745;9;0.9633
145;224;857;3;0.9754
145;225;984;11;0.9711
145;226;225;13;0.9977
145;231;576;4;0.9535
145;233;196;8;0.9633
145;238;239;11;0.9761
145;244;910;14;0.9546
145;245;639;3;0.9743
146;148;217;8;0.988
146;150;205;12;0.9786
146;152;702;10;0.991
146;154;922;14;0.9862
146;156;751;6;0.9594
146;157;265;10;0.9745
146;158;153;14;0.9799
146;161;145;11;0.9779
146;162;581;11;0.9601
146;167;946;13;0.9657
146;168;288;14;0.9632
146;171;679;10;0.9702
146;173;165;12;0.9516
146;174;247;15;0.9535
146;176;879;4;0.9946
146;178;528;6;0.9639
146;180;102;5;0.9773
146;186;708;8;0.9858
146;187;664;8;0.9826
146;190;146;10;0.9969
146;192;449;7;0.9773
146;197;278;5;0.9883
146;199;795;9;0.9713
146;200;428;5;0.9628
146;201;668;5;0.9837
146;206;219;4;0.9617
146;207;687;5;0.9795
146;210;346;4;0.9727
146;212;434;8;0.9655
146;217;697;6;0.9645
146;224;321;12;0.985
146;226;433;13;0.9683
146;233;179;11;0.9931
146;234;727;12;0.9686
146;238;974;5;0.9709
146;242;578;9;0.9597
146;245;788;15;0.9536
147;149;525;9;0.9755
147;152;206;6;0.9578
147;154;652;9;0.9727
147;159;837;14;0.9731
147;160;273;7;0.9876
147;162;714;5;0.9684
147;163;989;8;0.9941
147;164;973;14;0.9517
147;170;600;8;0.9612
147;171;382;11;0.9649
147;173;581;14;0.9705
147;177;459;4;0.9693
147;179;505;13;0.9684
147;180;687;4;0.9931
147;181;246;7;0.993
147;182;867;8;0.9792
147;184;823;15;0.9786
147;186;814;4;0.9637
147;187;675;8;0.9659
147;192;241;6;0.9726
147;193;988;3;0.9615
147;195;643;10;0.9653
147;198;340;7;0.9859
147;199;334;14;0.9882
147;202;892;4;0.993
147;207;256;14;0.9631
147;208;181;9;0.9699
147;210;470;14;0.9553
147;212;813;12;0.9922
147;213;830;5;0.9689
147;214;528;9;0.9524
147;215;500;3;0.988
147;216;984;9;0.9729
147;218;100;7;0.9908
147;219;780;9;0.981
147;220;700;4;0.9879
147;221;333;7;0.9755
147;222;743;7;0.998
147;223;156;9;0.9749
147;224;641;4;0.9925
147;225;910;11;0.9517
147;226;784;12;0.9853
147;227;204;11;0.9639
147;230;766;7;0.9957
147;231;823;7;0.9869
147;233;868;15;0.9507
147;238;408;12;0.9745
147;241;342;12;0.9581
147;243;580;12;0.9653
147;247;126;3;0.9703
148;150;543;10;0.9907
148;153;540;15;0.9649
148;154;110;15;0.9849
148;155;708;5;0.9965
148;158;314;14;0.9835
148;159;896;12;0.9536
148;161;690;9;0.9987
148;165;611;11;0.9531
148;167;576;12;0.9845
148;169;175;9;0.9842
148;170;288;7;0.9883
148;173;495;15;0.9723
148;175;125;6;0.9809
148;183;121;11;0.9804
148;184;521;11;0.9777
148;190;633;15;0.9851
148;191;577;12;0.959
148;194;379;5;0.9989
148;195;610;5;0.9539
148;199;697;12;0.9896
148;200;817;10;0.9695
148;201;761;10;0.9724
148;202;308;9;0.9985
148;203;132;9;0.9959
148;206;220;14;0.9838
148;207;480;5;0.9935
148;211;812;4;0.9545
148;212;754;9;0.9762
148;218;151;10;0.9809
148;219;696;7;0.9614
148;220;890;11;0.9704
148;223;312;3;0.96
148;225;651;8;0.9831
148;226;598;9;0.9887
148;228;894;4;0.9957
148;231;938;11;0.9544
148;235;363;11;0.9917
148;236;326;7;0.9514
148;237;711;11;0.9865
148;239;218;4;0.9928
148;240;336;5;0.973
148;242;839;11;0.9667
148;243;581;13;0.9723
148;244;636;3;0.992
148;245;274;13;0.9714
148;246;498;7;0.9572
148;248;430;4;0.9627
149;150;163;12;0.9822
149;151;622;13;0.9592
149;152;259;15;0.9806
149;157;356;5;0.997
149;158;866;12;0.9834
149;166;793;7;0.9554
149;167;719;15;0.961
149;171;688;12;0.9508
149;172;871;9;0.989
149;175;991;10;0.9701
149;176;366;14;0.9884
149;177;630;4;0.9545
149;179;288;3;0.9589
149;182;747;13;0.9834
149;183;611;3;0.9799
149;184;192;7;0.9583
149;185;624;3;0.9625
149;192;560;4;0.9552
149;193;517;6;0.9858
149;194;810;4;0.9672
149;195;549;10;0.9804
149;206;999;9;0.9624
149;207;467;12;0.9507
149;208;740;14;0.989
149;213;610;6;0.9932
149;218;396;4;0.9776
149;220;841;8;0.9716
149;221;326;8;0.9776
149;223;785;14;0.9837
149;224;944;7;0.9923
149;231;789;13;0.9526
149;234;902;10;0.9788
149;235;443;15;0.9916
149;239;823;4;0.9973
149;244;702;9;0.9903
149;245;378;8;0.9961
149;249;980;11;0.9967
150;152;753;5;0.9625
150;158;194;3;0.9787
150;159;747;4;0.9716
150;161;216;9;0.9731
150;162;373;5;0.9978
150;168;866;13;0.9789
150;171;181;7;0.9987
150;174;889;6;0.9655
150;181;921;8;0.9689
150;182;326;10;0.9627
150;185;657;14;0.9868
150;193;566;8;0.9789
150;196;505;14;0.952
150;197;756;9;0.9641
150;199;249;13;0.9527
150;204;812;7;0.9778
150;208;983;5;0.993
150;211;576;5;0.961
150;216;169;15;0.9713
150;217;521;6;0.9877
150;218;771;13;0.9927
150;221;335;14;0.9856
150;222;766;6;0.9912
150;225;231;3;0.9938
150;226;680;9;0.9625
150;232;589;12;0.9979
150;234;671;4;0.9573
150;235;137;5;0.9982
150;237;267;14;0.9544
150;238;959;9;0.9919
150;239;101;14;0.9885
150;240;477;10;0.953
150;242;226;11;0.9764
150;245;617;3;0.9804
150;247;998;6;0.9511
150;249;121;15;0.9692
151;154;311;10;0.9837
151;157;144;14;0.9696
151;160;532;10;0.9688
151;161;467;13;0.9822
151;166;573;10;0.9554
151;167;108;15;0.9593
151;168;636;10;0.9947
151;169;770;15;0.9643
151;170;905;11;0.9729
151;172;343;12;0.978
151;177;533;13;0.9722
151;185;780;12;0.9565
151;187;446;7;0.99
151;190;862;15;0.9891
151;191;538;12;0.9577
151;192;254;8;0.9556
151;195;330;5;0.9964
151;210;135;15;0.9657
151;212;951;7;0.9953
151;217;207;11;0.9816
151;221;954;11;0.9724
151;222;374;13;0.9621
151;224;877;6;0.9582
151;229;176;9;0.9818
151;230;569;4;0.9539
151;231;172;6;0.9753
151;233;784;14;0.9666
151;235;383;3;0.9912
151;236;281;5;0.9776
151;240;345;7;0.9661
151;243;917;11;0.9686
151;245;707;7;0.9548
151;246;634;15;0.9627
151;248;469;6;0.9531
152;153;113;7;0.9687
152;155;901;6;0.9581
152;158;638;15;0.9735
152;161;424;6;0.9723
152;165;630;10;0.974
152;167;878;3;0.9626
152;169;140;15;0.9928
152;172;887;14;0.9731
152;175;685;11;0.9822
152;176;822;14;0.9848
152;182;744;14;0.9959
152;188;787;12;0.9648
152;190;911;5;0.9925
152;191;360;13;0.9509
152;193;755;6;0.9968
152;195;348;3;0.9867
152;199;500;15;0.9983
152;200;822;14;0.9546
152;201;453;12;0.9553
152;206;845;7;0.9578
152;208;230;10;0.9582
152;210;699;7;0.9895
152;212;672;15;0.9589
152;214;480;6;0.9653
152;215;801;10;0.9606
152;219;853;14;0.9699
152;220;667;5;0.9571
152;222;885;8;0.9929
152;224;102;5;0.9808
152;225;329;3;0.9639
152;227;953;12;0.9522
152;230;798;12;0.9672
152;231;424;9;0.9772
152;232;199;4;0.9522
152;234;306;10;0.9876
152;237;291;14;0.9636
152;238;616;6;0.981
152;239;282;7;0.9589
152;241;109;10;0.9802
152;243;694;7;0.9877
152;248;748;9;0.9595
153;156;448;8;0.9725
153;157;136;13;0.9676
153;162;717;5;0.9979
153;168;486;14;0.9924
153;174;264;13;0.9717
153;175;648;12;0.9686
153;176;222;15;0.9949
153;178;197;15;0.9668
153;179;179;5;0.9688
153;182;153;10;0.9504
153;184;857;14;0.965
